Education,Marital_Status,Income,Kids,Expense,TotalAcceptedCmp,NumTotalPurchases,Age,engagement_days
PG,Single,58086.0,1,792,0,23,55,711
PG,Couple,81795.0,0,1382,0,23,72,797
UG,Couple,28389.0,0,28,0,4,77,772
PG,Couple,66835.0,0,1033,0,24,78,460
PG,Single,69901.0,1,882,0,23,55,582
PG,Couple,80360.0,0,2231,3,15,75,669
PG,Couple,63342.0,1,1101,1,19,63,807
PG,Couple,44989.0,1,369,0,16,50,841
PG,Single,31859.0,1,48,0,5,44,308
PG,Single,51569.0,1,467,1,19,75,688
PG,Single,30372.0,2,44,0,8,53,737
UG,Single,16014.0,2,38,0,10,45,655
PG,Couple,41120.0,2,81,0,9,56,421
PG,Single,39763.0,1,167,0,10,53,515
PG,Couple,38725.0,2,45,0,7,69,236
PG,Couple,77981.0,1,664,0,21,52,585
PG,Couple,62905.0,1,622,0,20,60,478
PG,Single,13533.0,1,48,0,7,45,662
PG,Couple,59481.0,1,461,0,16,49,435
PG,Couple,72117.0,1,1073,0,26,47,499
PG,Couple,21955.0,1,55,0,8,38,481
PG,Couple,67131.0,1,976,0,26,68,646
PG,Single,36802.0,1,20,0,5,44,199
PG,Couple,71853.0,0,1149,0,17,42,603
UG,Couple,28249.0,0,43,0,6,63,200
PG,Couple,47808.0,1,224,1,10,49,438
PG,Single,25509.0,1,101,0,9,50,835
PG,Couple,51012.0,0,209,0,10,78,623
PG,Single,70596.0,0,968,0,21,39,818
PG,Couple,85431.0,0,1165,0,17,72,572
PG,Couple,42664.0,1,24,0,5,57,289
PG,Couple,42586.0,2,252,0,16,69,794
PG,Single,29760.0,1,165,0,12,39,855
PG,Couple,28973.0,0,269,0,13,47,810
PG,Couple,39435.0,1,102,0,7,51,513
PG,Couple,65370.0,0,461,0,19,40,518
UG,Single,20194.0,1,47,0,7,45,745
PG,Single,42473.0,2,144,0,10,48,318
PG,Couple,64590.0,0,1338,0,24,56,809
PG,Couple,71232.0,1,917,0,25,65,399
PG,Couple,34600.0,2,318,0,17,53,730
PG,Single,46904.0,2,253,0,14,57,789
PG,Couple,49094.0,1,502,0,20,51,832
PG,Couple,36075.0,1,119,0,7,41,388
PG,Couple,60839.0,2,1250,0,29,45,856
PG,Couple,77298.0,1,969,0,24,45,425
PG,Couple,34026.0,2,76,0,9,74,514
PG,Single,48918.0,2,62,0,7,61,264
PG,Couple,82122.0,0,1382,1,26,62,504
PG,Single,37697.0,1,84,0,7,48,328
PG,Couple,34074.0,2,255,1,14,72,537
PG,Couple,28520.0,2,43,0,5,64,566
PG,Single,62535.0,1,398,0,14,69,455
PG,Single,36273.0,1,76,0,8,47,260
PG,Couple,63404.0,2,902,1,15,60,209
PG,Couple,75774.0,1,823,0,21,43,244
PG,Couple,78416.0,1,1179,0,26,48,188
PG,Couple,75702.0,1,1921,1,29,50,809
PG,Couple,59385.0,2,185,0,10,73,613
PG,Single,37070.0,2,433,0,23,58,652
PG,Couple,44689.0,2,34,1,6,73,356
PG,Couple,53977.0,1,907,0,27,66,572
PG,Single,7144.0,2,416,0,25,58,390
PG,Single,18701.0,2,44,0,10,60,576
PG,Couple,90369.0,0,1588,0,17,68,248
PG,Single,63159.0,0,1797,1,17,50,787
PG,Couple,37758.0,2,40,0,6,58,819
PG,Single,46757.0,1,1143,0,21,61,776
PG,Couple,79734.0,0,914,1,14,55,187
PG,Couple,63207.0,0,1502,1,12,32,711
PG,Single,72071.0,1,1338,0,20,70,686
PG,Couple,21840.0,1,27,0,5,41,529
PG,Couple,58582.0,1,763,1,22,42,460
PG,Single,72282.0,0,1331,0,22,73,531
PG,Couple,50387.0,2,525,0,19,68,488
PG,Couple,32583.0,2,9,0,4,63,200
PG,Couple,62568.0,1,953,1,16,62,269
PG,Single,44635.0,2,68,0,7,53,447
PG,Single,33316.0,2,131,0,10,53,454
PG,Couple,63967.0,1,882,0,23,56,510
PG,Couple,52513.0,0,1149,0,25,46,849
PG,Couple,25293.0,1,37,0,5,55,473
PG,Single,54111.0,1,388,0,15,59,494
PG,Couple,78394.0,0,1428,0,16,38,685
PG,Couple,80739.0,0,1633,0,24,66,588
PG,Couple,22669.0,1,173,0,10,49,589
PG,Single,29236.0,1,99,0,9,37,450
PG,Couple,44911.0,1,215,0,12,65,657
PG,Couple,54693.0,1,929,0,31,62,683
PG,Couple,48186.0,1,219,0,12,50,287
PG,Couple,54809.0,2,174,0,12,47,477
PG,Couple,41580.0,2,92,0,9,46,752
PG,Couple,80336.0,0,1052,0,25,54,479
PG,Couple,47743.0,1,275,1,14,67,650
PG,Couple,62972.0,1,587,0,16,69,881
PG,Single,57333.0,1,1662,0,33,70,831
PG,Couple,32313.0,1,159,0,11,42,689
PG,Single,84953.0,0,1024,3,18,71,577
PG,Single,27071.0,1,35,0,7,56,253
PG,Couple,68148.0,0,1042,0,15,67,488
PG,Couple,65735.0,2,395,0,19,59,390
PG,Couple,86836.0,0,557,3,23,49,841
PG,Couple,4023.0,2,9,0,15,61,192
PG,Couple,30093.0,0,69,0,6,34,542
PG,Couple,57705.0,1,486,0,18,58,355
PG,Single,25008.0,1,34,0,6,36,333
PG,Single,83257.0,0,1365,2,28,29,835
PG,Couple,22280.0,1,13,0,4,49,592
PG,Couple,72159.0,0,1401,0,21,46,794
PG,Couple,64260.0,0,1574,0,14,63,720
PG,Single,82733.0,0,1323,0,20,40,478
PG,Single,74290.0,1,1217,2,32,53,507
PG,Single,58217.0,3,103,0,7,73,775
PG,Couple,21024.0,0,84,0,7,48,546
PG,Couple,70116.0,0,1536,0,23,52,705
PG,Couple,54006.0,1,581,0,18,39,835
PG,Couple,69063.0,1,928,0,14,58,785
PG,Single,11448.0,0,14,0,4,49,382
PG,Single,61825.0,1,424,0,15,45,512
PG,Couple,70886.0,1,960,0,14,53,444
PG,Couple,69109.0,0,1555,1,20,42,783
PG,Single,60208.0,2,656,1,29,51,816
PG,Couple,32889.0,2,55,0,9,56,482
PG,Single,34738.0,1,20,0,5,40,235
PG,Couple,30538.0,1,367,0,17,53,822
PG,Couple,82326.0,0,2257,3,22,47,297
PG,Single,26642.0,1,42,0,7,57,306
PG,Single,69932.0,1,1049,0,26,60,568
PG,Single,44503.0,2,48,0,7,52,260
PG,Single,60200.0,1,685,0,25,76,729
PG,Single,49638.0,1,39,0,5,72,257
PG,Single,23830.0,0,43,0,5,37,328
PG,Single,33051.0,0,835,0,21,65,868
PG,Couple,72905.0,0,1515,1,20,66,345
PG,Couple,69702.0,1,1039,0,26,73,681
PG,Single,70300.0,1,1596,0,26,49,535
PG,Couple,70643.0,0,1828,0,18,40,808
PG,Couple,30396.0,1,34,1,6,55,246
PG,Single,50616.0,1,149,0,10,56,258
PG,Single,62772.0,1,946,1,23,55,592
PG,Single,30298.0,0,28,0,6,39,227
PG,Single,52413.0,1,450,0,17,40,789
PG,Couple,44155.0,2,46,0,5,67,347
PG,Single,86979.0,0,1702,1,16,53,420
PG,Couple,76532.0,2,820,0,25,49,479
PG,Couple,42081.0,1,382,1,15,42,674
PG,Couple,67546.0,0,2126,0,20,36,853
PG,Couple,88420.0,0,2069,3,20,35,244
PG,Couple,31158.0,1,72,0,7,39,704
PG,Single,61671.0,1,732,2,28,56,212
PG,Single,69719.0,0,801,0,11,50,220
PG,Single,49160.0,1,236,0,12,75,438
UG,Couple,24882.0,1,80,1,5,46,844
PG,Single,90933.0,0,1685,1,15,70,276
PG,Single,113734.0,0,277,0,27,79,218
PG,Couple,59292.0,1,507,0,18,74,567
PG,Couple,45759.0,2,68,0,7,60,677
PG,Single,22148.0,0,49,0,5,41,263
PG,Couple,73395.0,0,397,0,15,37,289
PG,Single,29819.0,1,39,0,9,53,434
PG,Couple,45688.0,1,306,1,14,56,341
PG,Couple,62820.0,0,976,0,14,70,600
PG,Couple,60491.0,1,1028,0,28,53,482
PG,Couple,33235.0,1,70,0,7,38,330
PG,Couple,35701.0,0,46,0,5,65,653
PG,Couple,31535.0,1,51,1,5,44,462
PG,Couple,92556.0,0,1263,0,21,64,256
PG,Single,67384.0,1,1490,1,22,54,782
PG,Couple,80573.0,0,1564,0,24,53,809
PG,Couple,77870.0,1,1815,2,18,57,862
PG,Single,52278.0,1,1198,0,31,61,706
PG,Single,57107.0,1,416,2,23,56,860
PG,Couple,18929.0,0,85,0,6,34,684
PG,Single,36038.0,1,47,0,8,43,580
PG,Single,20180.0,0,137,0,8,48,680
PG,Couple,34230.0,2,21,0,4,59,736
PG,Single,31878.0,1,70,0,6,47,193
PG,Couple,70932.0,1,909,0,22,52,347
PG,Single,91249.0,0,1676,4,22,68,803
PG,Single,77598.0,0,1735,1,26,81,457
PG,Single,80982.0,2,1191,0,30,65,723
PG,Couple,22701.0,1,24,0,5,47,483
PG,Couple,55212.0,1,1182,2,20,55,769
PG,Couple,70617.0,0,1280,0,14,54,557
PG,Single,64849.0,0,1336,0,19,67,779
PG,Couple,62694.0,2,749,0,24,59,563
PG,Couple,61917.0,2,91,0,7,50,407
PG,Couple,67472.0,1,414,0,15,77,460
PG,Couple,21059.0,1,44,0,9,42,359
PG,Couple,29543.0,2,63,0,8,56,275
PG,Couple,75903.0,1,901,0,23,73,633
PG,Couple,34984.0,2,38,0,6,49,847
PG,Single,54998.0,1,455,0,20,68,662
PG,Single,54356.0,1,775,0,24,75,773
PG,Couple,34242.0,1,15,0,4,65,284
PG,Couple,25410.0,1,38,0,6,51,488
PG,Couple,73356.0,0,1512,3,22,40,329
PG,Couple,28320.0,1,43,0,5,74,717
PG,Single,23763.0,1,42,0,5,47,877
PG,Couple,72570.0,0,1089,0,23,40,251
PG,Couple,34529.0,1,162,0,9,48,839
PG,Single,70792.0,0,1272,0,19,73,694
PG,Couple,63211.0,0,1173,0,20,42,790
PG,Couple,83891.0,1,816,0,22,50,195
PG,Single,36065.0,2,74,0,9,56,641
PG,Couple,39898.0,1,134,0,9,70,688
PG,Single,51141.0,0,157,0,9,84,542
PG,Couple,56939.0,1,561,0,18,48,470
PG,Single,80872.0,0,1336,0,19,73,234
PG,Couple,72335.0,0,2092,0,23,48,871
PG,Single,61798.0,0,463,0,16,60,404
PG,Single,76842.0,0,1130,0,17,74,243
PG,Couple,29478.0,1,20,0,5,48,349
PG,Single,46998.0,1,377,1,18,68,801
PG,Single,96843.0,0,1544,1,28,34,618
PG,Single,56551.0,2,138,0,10,74,239
PG,Couple,70053.0,1,1012,0,26,59,547
PG,Single,71670.0,0,1766,3,15,62,541
PG,Couple,44359.0,2,45,0,9,46,198
PG,Single,40887.0,2,161,0,10,72,605
PG,Single,48877.0,1,144,0,8,58,361
PG,Couple,74485.0,0,1734,0,26,77,495
PG,Couple,64474.0,1,823,0,22,52,436
PG,Couple,77226.0,1,1138,0,28,61,307
PG,Single,72643.0,0,1429,1,21,75,673
PG,Couple,85738.0,0,1371,2,21,46,343
PG,Single,55686.0,1,982,1,16,58,686
PG,Single,39062.0,1,44,1,5,41,282
PG,Couple,34600.0,2,318,0,17,53,730
PG,Couple,40794.0,1,434,0,16,49,634
PG,Couple,54690.0,2,198,0,12,53,420
PG,Couple,4428.0,1,359,0,25,55,453
PG,Couple,32632.0,0,576,0,18,61,882
PG,Single,38236.0,2,88,0,11,56,468
PG,Couple,36781.0,1,63,0,6,45,266
PG,Single,31385.0,1,27,1,4,40,757
PG,Couple,24570.0,1,193,0,11,40,673
PG,Single,25509.0,1,101,0,9,50,835
PG,Couple,94642.0,0,2211,2,21,73,323
PG,Couple,58646.0,1,140,0,8,62,570
PG,Single,53201.0,2,415,0,22,49,688
PG,Couple,21994.0,1,22,0,4,67,738
PG,Couple,57113.0,2,263,0,16,46,694
PG,Couple,51373.0,0,393,0,12,33,558
PG,Couple,23477.0,1,147,0,10,38,437
PG,Couple,58116.0,1,443,0,16,68,263
PG,Single,72968.0,0,1958,1,19,61,381
PG,Couple,39791.0,1,174,0,10,53,644
PG,Single,91712.0,0,2217,1,27,77,441
PG,Single,94472.0,1,1691,2,16,66,273
PG,Couple,13672.0,2,25,0,6,64,624
PG,Couple,96547.0,0,809,3,21,44,223
PG,Couple,79205.0,0,895,1,16,49,855
PG,Couple,56559.0,1,484,0,18,49,737
PG,Couple,32644.0,1,413,1,18,51,715
PG,Single,67506.0,1,331,0,12,44,364
PG,Single,24206.0,1,25,0,5,54,664
PG,Single,28420.0,1,13,0,4,57,373
PG,Couple,22979.0,1,115,0,10,54,847
PG,Single,33279.0,0,16,0,4,58,203
PG,Single,46423.0,2,92,0,9,52,470
PG,Couple,30368.0,1,52,0,7,47,420
PG,Couple,63684.0,1,1464,0,23,54,766
PG,Single,41638.0,1,441,1,17,60,687
PG,Single,68805.0,1,283,0,12,65,471
PG,Couple,65814.0,1,747,0,23,58,305
PG,Single,71964.0,0,1870,0,17,66,591
PG,Single,39146.0,1,165,0,11,38,686
PG,Couple,96876.0,0,1941,3,24,47,513
UG,Couple,34445.0,0,839,0,27,43,704
PG,Single,68281.0,0,1655,0,25,66,877
PG,Couple,37284.0,2,23,0,4,49,643
PG,Couple,36790.0,0,66,0,6,41,671
PG,Couple,27943.0,2,37,0,8,57,626
PG,Single,22263.0,2,21,0,6,73,277
PG,Couple,30261.0,3,22,0,4,52,828
PG,Couple,28587.0,1,78,0,9,46,323
PG,Couple,43815.0,1,79,0,6,42,636
PG,Couple,48195.0,2,265,0,17,68,345
PG,Couple,77027.0,1,1175,0,19,72,330
PG,Couple,71322.0,1,1305,0,28,59,684
PG,Couple,32765.0,1,46,0,8,45,312
PG,Couple,29672.0,2,25,0,4,59,660
PG,Single,23272.0,0,46,0,5,71,441
PG,Couple,49912.0,1,874,1,26,75,846
PG,Couple,7500.0,1,100,0,10,39,883
PG,Single,68117.0,1,930,1,25,77,662
PG,Couple,67225.0,1,868,0,23,69,401
PG,Couple,17649.0,1,45,0,9,48,415
PG,Couple,55914.0,1,1260,0,29,49,612
PG,Couple,40059.0,1,414,1,12,40,460
PG,Couple,60905.0,1,392,0,15,74,392
PG,Couple,75330.0,2,1109,0,29,47,819
PG,Single,60689.0,1,639,0,22,73,579
PG,Couple,38680.0,1,79,0,6,40,644
PG,Couple,61416.0,0,1665,1,24,42,692
PG,Single,49767.0,0,692,0,18,33,609
PG,Single,83273.0,3,1392,0,29,54,828
PG,Couple,29009.0,1,44,0,7,43,398
PG,Couple,45057.0,1,50,0,6,45,396
PG,Couple,37150.0,1,467,0,21,53,842
PG,Single,43020.0,1,223,0,12,54,397
PG,Couple,53154.0,1,158,0,9,65,206
PG,Couple,65308.0,0,1211,2,28,51,477
PG,Single,76467.0,1,1575,0,14,54,867
PG,Couple,81044.0,0,1208,0,22,77,370
PG,Couple,32871.0,2,43,0,5,73,663
PG,Single,55801.0,2,527,1,21,49,466
PG,Single,76320.0,1,932,0,15,65,193
PG,Single,36927.0,2,71,0,8,69,213
PG,Couple,48794.0,2,54,0,5,71,189
PG,Single,23478.0,0,129,0,7,59,653
PG,Single,71128.0,1,1615,0,27,51,817
PG,Single,70179.0,1,1034,0,26,48,529
PG,Couple,59462.0,1,1088,0,25,74,726
PG,Couple,52917.53424657534,2,721,0,25,55,593
PG,Couple,38361.0,1,137,0,10,55,370
PG,Single,56145.31392931393,1,47,0,8,43,580
PG,Couple,70038.0,0,1244,0,17,42,433
PG,Couple,42554.0,2,41,0,7,46,719
PG,Couple,67445.0,1,1174,0,32,50,872
PG,Single,67046.0,1,993,0,15,73,725
PG,Couple,42192.0,0,100,0,7,76,482
PG,Couple,77610.0,1,1680,0,17,72,794
PG,Couple,31761.0,1,98,0,9,40,271
PG,Couple,34350.0,1,48,0,5,45,439
PG,Couple,54591.0,1,519,0,19,75,514
PG,Couple,71866.0,1,715,0,20,68,372
PG,Couple,25293.0,1,37,0,5,55,473
PG,Single,42000.0,0,653,0,20,37,721
PG,Couple,69520.0,0,1455,0,21,41,543
PG,Single,64713.0,1,602,0,19,54,328
PG,Couple,27889.0,1,26,0,5,47,545
UG,Single,22123.0,0,102,0,7,64,280
PG,Couple,52720.37365591398,2,97,0,10,53,669
PG,Couple,52917.53424657534,1,207,0,11,70,557
PG,Couple,27803.0,1,176,0,9,51,858
PG,Single,52720.37365591398,1,450,0,15,69,440
PG,Couple,51651.0,1,433,0,17,64,785
PG,Couple,68487.0,0,1366,0,30,36,718
PG,Single,52917.53424657534,0,1564,1,22,81,428
PG,Couple,56796.0,1,1001,0,27,55,684
PG,Couple,87000.0,0,961,0,18,32,747
PG,Couple,79823.0,1,1518,1,23,65,276
PG,Single,30828.0,1,56,0,8,44,454
PG,Couple,34109.0,1,22,0,4,53,421
PG,Single,53367.0,2,400,0,21,50,488
UG,Couple,22390.0,0,26,0,4,55,437
PG,Couple,71322.0,1,350,0,13,48,244
PG,Single,79244.0,0,1216,2,22,31,743
PG,Couple,49912.0,1,874,1,26,75,846
PG,Couple,48699.0,2,40,0,5,74,590
PG,Couple,80144.0,0,1367,0,19,49,458
PG,Single,54252.0,2,264,0,15,68,583
PG,Couple,81929.0,1,2053,2,20,48,824
PG,Couple,76068.0,1,1376,2,10,49,763
PG,Couple,53204.0,2,45,0,5,48,287
PG,Couple,67911.0,1,976,0,27,75,224
PG,Couple,14796.0,1,51,0,6,40,836
PG,Couple,78128.0,1,1264,2,20,50,316
UG,Couple,14188.0,0,75,0,7,52,672
UG,Couple,20425.0,1,57,0,7,38,794
PG,Couple,58646.0,1,140,0,8,62,570
PG,Single,72967.0,1,497,1,19,54,747
PG,Couple,48150.0,1,266,0,13,75,572
PG,Single,82332.0,0,2006,1,21,63,836
PG,Single,58275.0,2,615,0,23,69,578
PG,Couple,44953.0,0,1021,1,24,43,741
PG,Couple,34587.0,2,22,0,6,71,230
PG,Couple,43018.0,1,133,0,7,50,426
PG,Couple,45736.0,1,437,0,19,70,526
PG,Couple,66476.0,1,1013,0,26,55,393
PG,Couple,27733.0,1,57,0,7,43,493
PG,Couple,69805.0,1,1038,0,27,72,345
PG,Single,72217.0,0,1573,0,22,62,631
PG,Single,25818.0,1,28,0,4,53,805
PG,Couple,37509.0,1,123,0,9,48,841
PG,Couple,25176.0,2,13,0,4,48,509
PG,Couple,43586.0,1,132,0,10,44,854
PG,Couple,53230.0,1,732,0,23,68,881
PG,Couple,50116.0,2,66,1,7,67,195
PG,Couple,84906.0,0,1631,3,24,52,454
PG,Couple,61286.0,1,608,0,18,58,517
PG,Couple,82333.0,0,1822,1,18,38,642
PG,Couple,65220.0,0,1282,0,23,59,850
PG,Couple,33590.0,3,8,0,4,50,424
PG,Single,30992.0,1,43,0,5,48,619
PG,Single,72309.0,0,1931,1,20,48,661
PG,Couple,156924.0,0,8,0,0,75,490
UG,Couple,16005.0,1,103,0,8,44,870
PG,Single,65487.0,0,1169,0,17,67,356
PG,Couple,58692.0,1,395,0,15,59,270
PG,Single,40590.0,2,258,1,15,55,456
PG,Single,20587.0,1,25,0,5,54,235
PG,Single,62637.0,1,185,0,10,70,306
PG,Single,29435.0,2,180,0,11,58,878
PG,Single,19346.0,1,22,0,5,50,336
PG,Couple,35788.0,2,44,0,7,53,343
PG,Single,36997.0,2,94,0,12,56,699
PG,Couple,23539.0,0,81,0,7,67,307
PG,Single,65333.0,1,798,2,28,51,349
PG,Single,78499.0,0,1334,1,19,67,404
PG,Couple,29732.0,1,38,0,5,53,282
PG,Couple,41275.0,3,61,0,11,64,283
PG,Couple,63516.0,2,300,0,16,51,544
PG,Couple,42769.0,1,88,0,8,62,446
PG,Couple,49572.0,2,54,0,7,66,382
PG,Couple,69209.0,0,1782,1,16,52,836
PG,Couple,17148.0,1,68,0,11,48,338
PG,Single,40590.0,2,258,1,15,55,456
PG,Couple,30560.0,1,31,0,5,48,553
PG,Couple,32146.0,1,66,0,8,41,234
PG,Single,41713.0,2,174,0,13,60,247
PG,Couple,34176.0,1,28,0,5,49,344
PG,Couple,58482.0,1,731,1,22,69,295
PG,Single,59686.0,1,274,0,12,59,341
PG,Couple,60896.0,1,1701,0,26,60,812
PG,Couple,62994.0,1,312,0,13,44,303
PG,Couple,47320.0,1,414,0,20,67,518
PG,Single,74859.0,0,1565,1,23,75,577
UG,Single,15253.0,1,29,0,6,32,430
PG,Single,31560.0,1,94,0,8,50,556
PG,Single,72071.0,1,1338,0,20,70,686
PG,Single,91172.0,0,1092,4,14,34,645
PG,Couple,90000.0,0,1479,3,18,40,374
PG,Single,41967.0,2,54,0,5,43,404
PG,Single,69263.0,1,568,1,18,59,302
PG,Single,65706.0,0,1199,3,27,54,552
PG,Couple,60934.0,1,873,0,23,49,349
PG,Couple,71965.0,1,1213,0,17,73,521
PG,Couple,65210.0,1,731,2,22,69,297
PG,Couple,79174.0,0,2043,2,19,49,720
PG,Single,81380.0,0,1893,0,17,57,740
PG,Single,48432.0,1,424,0,19,51,805
PG,Couple,52914.0,1,575,1,15,53,724
PG,Couple,38946.0,1,257,0,12,69,434
PG,Couple,26067.0,1,56,0,9,50,423
PG,Couple,44325.0,1,542,1,21,52,665
PG,Couple,42523.0,0,125,0,7,60,253
UG,Single,26487.0,1,69,0,9,46,591
PG,Couple,53233.0,1,40,0,5,67,289
PG,Couple,67716.0,1,1016,1,28,64,721
PG,Couple,76234.0,1,907,1,23,52,329
PG,Couple,84117.0,0,1566,1,24,68,235
PG,Couple,65487.0,0,1169,0,17,67,356
UG,Couple,25224.0,1,46,0,7,52,291
PG,Single,89616.0,0,1644,0,25,41,675
PG,Single,40851.0,2,59,0,5,53,679
PG,Couple,27469.0,0,17,0,4,77,882
PG,Couple,82347.0,0,1853,2,25,67,786
PG,Couple,73803.0,1,1528,1,22,67,883
PG,Single,8820.0,2,35,0,10,72,650
PG,Single,43322.0,0,141,0,8,50,255
PG,Couple,55593.0,1,546,1,17,51,498
PG,Couple,50501.0,2,500,1,20,70,562
PG,Couple,37085.0,2,61,0,10,49,189
UG,Single,16185.0,1,106,0,8,34,514
PG,Single,57731.0,1,704,0,26,55,769
PG,Single,48432.0,1,424,0,19,51,805
PG,Couple,73807.0,1,849,0,23,46,729
PG,Couple,18929.0,0,85,0,6,34,684
PG,Single,35893.0,2,199,0,15,56,808
PG,Couple,61014.0,1,1147,0,20,44,873
PG,Couple,32144.0,2,54,1,10,70,284
UG,Couple,14918.0,1,43,0,5,61,755
PG,Single,45146.0,2,53,0,6,61,535
PG,Single,41769.0,1,521,0,22,69,687
PG,Couple,88325.0,0,1623,0,18,43,330
PG,Single,38054.0,2,45,0,7,74,245
PG,Single,80617.0,0,1435,0,19,29,811
PG,Couple,5305.0,1,32,0,1,48,520
PG,Couple,36807.0,2,16,0,4,70,742
PG,Couple,28427.0,1,52,0,7,41,651
PG,Single,82032.0,0,1234,0,17,76,271
PG,Couple,22775.0,1,15,0,4,46,561
PG,Couple,40101.0,1,415,0,17,39,809
PG,Couple,58025.0,1,470,0,18,45,401
PG,Single,75777.0,0,1438,2,21,42,546
PG,Couple,7500.0,1,53,0,11,45,604
PG,Couple,33562.0,3,51,0,9,61,190
PG,Single,57642.0,1,679,1,22,54,357
PG,Couple,58554.0,2,586,0,22,56,827
PG,Couple,63777.0,2,653,0,26,45,648
PG,Single,57967.0,1,468,0,19,62,669
PG,Couple,47633.19,0,1679,1,1,46,872
PG,Couple,24434.0,2,50,0,7,52,228
PG,Single,11012.0,1,84,1,9,40,656
PG,Single,44802.0,0,1049,0,27,54,863
PG,Single,26816.0,0,22,0,4,38,867
PG,Couple,666666.0,1,62,0,11,47,578
PG,Couple,34421.0,1,30,0,4,50,549
PG,Couple,61223.0,1,1341,0,18,57,567
PG,Couple,64014.0,3,444,1,22,78,205
PG,Single,56981.0,0,1241,1,19,43,341
PG,Couple,69245.0,1,843,0,23,68,342
PG,Couple,52869.0,2,172,0,11,70,808
